Year,Quarter,MVA,DELTA_MVA
2002,3,1911.7249249630786,0.0007012601068192074
2002,4,1982.5232339884133,0.037033732259729786
2003,1,1737.4297242319415,-0.12362705543853628
2003,2,2054.189142547082,0.182314952885458
2003,3,1933.5018054925906,-0.05875181333343328
2003,4,1366.644243102445,-0.29317663980444514
2004,1,2684.5866171573225,0.9643639013639654
2004,2,2128.402217327994,-0.20717692484747077
2004,3,2153.594338894012,0.011836165815333536
2004,4,2184.3027351531828,0.014259136785687042
2005,1,2277.2048235419984,0.042531690728437654
2005,2,2273.1736564688836,-0.001770225950445991
2005,3,2403.5939627123817,0.057373666051581465
2005,4,2436.0844042894455,0.013517441831314715
2006,1,2415.2670785915648,-0.0085454041170436
2006,2,2544.7321494457187,0.053602796975003704
2006,3,2628.9242062960707,0.033084840331305695
2006,4,2834.202274324904,0.07808443755708445
2007,1,2987.6486971340146,0.05414095676910037
2007,2,3221.39602228617,0.0782378883355276
2007,3,4311.161799213156,0.3382899120095137
2007,4,3493.596151347633,-0.18963928656417844
2008,1,3755.977004139561,0.07510337240631432
2008,2,4021.877677361438,0.0707940099017702
2008,3,4194.158572980207,0.04283593620674073
2008,4,4465.055099890581,0.06458900449199877
2009,1,4501.0980482202585,0.00807222923868527
2009,2,4483.889897682041,-0.003823100575429956
2009,3,5028.147133358117,0.121380597671997
2009,4,6602.566021422149,0.3131210854230781
2010,1,4694.499500797318,-0.28898863175833045
2010,2,5526.884825855598,0.17731077081101118
2010,3,4751.978031394724,-0.14020679259241003
2010,4,4857.5201893784,0.022210152758786777
2011,1,4222.175903605739,-0.13079601545700695
2011,2,4683.654609473113,0.10929878726115386
2011,3,4412.24457669639,-0.05794834491590639
2011,4,3978.8659725931716,-0.09822179994104159
2012,1,2876.3227545781315,-0.2770998635313349
2012,2,3812.69477326566,0.3255448357445775
2012,3,2363.600940052674,-0.3800707686788691
2012,4,2968.061311106612,0.2557370666134813
2013,1,-1501.1345024130019,-1.5057626325964673
2013,2,-4949.2479875359395,2.297005018258031
2013,3,-8382.626316534584,0.6937171743354097
2013,4,8733.11028191573,-2.0418107586031624
2014,1,3778.5667329519174,-0.5673286365366915
2014,2,4069.767122715396,0.07706636149204253
2014,3,4016.251747472552,-0.013149493233690985
2014,4,3789.9363189594596,-0.05634991099736557
2015,1,3702.485318563648,-0.023074530291797
2015,2,3877.7373068127326,0.047333607879658623
2015,3,-1894.0702101395373,-1.4884472722821829
2015,4,-327.51565941030566,-0.8270836753268098
2016,1,7447.716972315613,-23.740033211618893
2016,2,3686.304988587459,-0.5050422831197722
2016,3,3670.2511438679308,-0.004354996336230911
