Date;V2X Index;SX5E Index;Spr_Liq_St;Incl_curv_rend
06/10/16;19,1722;0,010755378;0,381;0,252
07/10/16;20,0387;-0,002514229;0,386;0,186
10/10/16;19,2601;-0,001865616;0,399;0,189
11/10/16;19,8788;0,020629729;0,413;0,176
12/10/16;20,1318;-0,000675382;0,402;0,17
13/10/16;20,9273;-0,002436916;0,404;0,174
14/10/16;19,4618;0,007002892;0,415;0,159
17/10/16;20,6231;-0,002626421;0,441;0,115
18/10/16;19,069;-0,00983934;0,44;0,124
19/10/16;18,0718;-0,013205817;0,448;0,13
20/10/16;17,2172;-0,01263907;0,446;0,113
21/10/16;16,599;-0,003327955;0,439;0,135
24/10/16;17,7055;0,002991669;0,441;0,21
25/10/16;18,2257;-0,012953255;0,441;0,227
26/10/16;18,674;0,011263095;0,444;0,26
27/10/16;18,7315;-0,001162278;0,431;0,306
28/10/16;19,2694;0,00584176;0,445;0,284
31/10/16;21,4449;0,023308452;0,446;0,27
01/11/16;23,4631;-0,00635058;0,445;0,29
02/11/16;23,6546;-0,018609575;0,444;0,286
03/11/16;24,6804;-0,001693617;0,447;0,273
04/11/16;25,2078;0,006822986;0,437;0,262
07/11/16;24,6196;0,000157132;0,441;0,277
08/11/16;24,9341;0,003563334;0,439;0,228
09/11/16;21,1011;-0,001245737;0,434;0,22
10/11/16;21,0959;0,010338503;0,433;0,19
11/11/16;21,9585;-0,001062882;0,436;0,211
14/11/16;22,1941;-0,001553062;0,43;0,274
15/11/16;20,6381;-0,006953316;0,435;0,274
16/11/16;21,1147;0,011727772;0,434;0,216
17/11/16;19,9481;-0,004964161;0,484;0,244
18/11/16;20,3697;-0,004191095;0,488;0,244
21/11/16;20,5539;-0,010967311;0,485;0,234
22/11/16;20,2468;0,016856916;0,495;0,203
23/11/16;20,1928;-0,005444286;0,505;0,218
24/11/16;20,0292;0,012719695;0,504;0,203
25/11/16;20,4086;0,002937325;0,48;0,237
28/11/16;22,533;0,006770421;0,478;0,282
29/11/16;21,7987;0,000331532;0,486;0,262
30/11/16;21,4372;0,005267006;0,487;0,23
01/12/16;22,6014;-0,002084774;0,491;0,278
02/12/16;22,6159;-0,002082652;0,497;0,221
05/12/16;18,9556;0,001359957;0,498;0,215
06/12/16;17,6341;-0,001922098;0,499;0,221
07/12/16;17,1436;-0,007790883;0,507;0,24
08/12/16;16,1593;-0,010506505;0,494;0,239
09/12/16;16,6203;-0,014216959;0,49;0,227
12/12/16;16,9318;-0,002241483;0,489;0,219
13/12/16;16,8704;-0,006376346;0,496;0,245
14/12/16;17,1147;0,018530866;0,491;0,244
15/12/16;15,8633;0,004702121;0,494;0,268
16/12/16;15,098;0,010868451;0,505;0,263
19/12/16;15,1177;-0,003173783;0,434;0,201
20/12/16;14,8754;-0,005438868;0,43;0,195
21/12/16;14,7373;0,003227701;0,424;0,251
22/12/16;14,8767;0,003263373;0,428;0,323
23/12/16;15,0936;-0,00765972;0,43;0,351
27/12/16;16,718;0,005098534;0,424;0,383
28/12/16;17,0648;-0,00689068;0,419;0,334
29/12/16;17,771;0,004018763;0,425;0,343
30/12/16;18,123;0,003745504;0,421;0,319
